u_current,v_current,u_wind,v_wind,windage,sst,duration_hours,observed_area_km2,aspect_ratio,oil_density,oil_viscosity,dx_residual_meters,dy_residual_meters,uncertainty_scale
-0.8906,0.0334,-10.815,-7.416,0.0445,21.74,12.99,30.25,1.75,830.0,34.7,-10250.22,166.38,1.279
0.4698,-0.4575,-16.64,2.156,0.0386,15.14,33.44,34.45,4.01,854.8,48.1,-28907.39,23819.45,1.952
-0.8364,-0.2553,5.161,-7.167,0.0333,28.2,26.91,42.92,2.56,934.7,80.4,1133.89,-12512.8,1.431
0.4423,0.8811,-8.55,-11.983,0.039,23.53,49.76,46.77,3.43,932.4,63.0,-40651.12,-16982.21,2.233
-0.5355,0.3318,-16.116,-3.342,0.0401,14.52,69.65,16.66,3.29,952.4,107.4,-77557.87,29329.87,2.851
0.8245,0.8082,-9.685,-9.638,0.0406,14.73,27.41,9.23,2.12,959.7,64.1,-25213.29,-5800.36,1.499
-0.2377,-0.6434,10.869,1.253,0.0346,25.03,6.36,17.86,1.85,956.7,73.8,3352.87,-1244.57,1.111
-0.3115,-0.2121,12.654,-10.842,0.0336,28.51,64.83,30.7,2.2,877.4,156.0,21453.02,-58706.31,2.774
-0.632,0.0985,-0.61,0.303,0.0252,21.88,4.66,20.86,3.79,855.0,159.8,-144.42,163.13,0.942
-0.3499,-0.7618,-3.021,-12.334,0.0435,23.98,68.69,34.32,3.05,926.2,149.8,-42849.09,-35414.63,2.495
0.678,-0.8925,17.203,6.155,0.0371,28.4,48.52,3.68,1.89,861.9,156.3,49571.76,-9925.76,2.399
0.8934,0.3068,-10.78,9.142,0.0291,24.99,67.92,30.83,3.86,932.9,104.7,-23265.02,49618.46,2.631
-0.237,0.2553,-10.247,-14.026,0.0434,18.05,15.98,22.4,1.19,894.8,118.1,-17233.96,-6912.27,1.392
-0.0925,-0.1606,-7.493,-1.159,0.0433,25.03,4.85,32.31,3.45,931.1,102.5,-2170.51,765.74,1.068
0.3997,-0.0186,-11.781,-15.449,0.0448,25.31,36.17,25.64,2.54,858.6,142.5,-42696.82,-12869.79,2.218
0.6952,-0.1522,-4.343,3.535,0.0425,27.21,33.54,17.41,3.56,891.1,101.4,-3213.03,10631.62,1.296
0.1675,-0.8568,14.79,-8.481,0.045,25.18,25.2,54.29,4.25,899.0,24.4,9206.36,-21951.66,1.801
-0.1953,-0.2963,4.153,0.994,0.0299,31.45,69.04,11.49,3.63,952.0,146.7,13853.81,-717.31,1.587
-0.1573,-0.5813,-3.17,0.629,0.0418,17.55,59.58,41.04,2.55,857.3,138.1,-8599.37,8477.29,1.333
0.3521,-0.7228,15.639,15.277,0.0415,31.12,48.31,55.52,1.53,951.1,148.6,57149.8,9197.82,2.787
-0.8942,0.8221,-16.255,1.767,0.0296,23.69,13.4,32.55,3.82,932.7,38.3,-10175.63,7126.24,1.418
0.2153,0.1788,-10.43,2.988,0.027,26.1,53.4,52.65,2.61,922.3,52.5,-23332.18,17063.19,1.993
-0.2601,0.4116,2.372,-3.54,0.0446,15.79,52.89,7.93,1.26,930.2,56.8,-703.65,-13916.6,1.398
0.5296,-0.3323,4.16,16.167,0.0309,20.85,31.75,29.88,3.52,904.8,93.9,22454.72,23224.02,1.857
-0.7326,-0.1923,-16.576,9.979,0.0424,27.85,66.74,27.69,2.02,854.2,28.4,-29154.43,59416.84,3.068
0.1588,-0.4735,-3.491,-7.725,0.0251,26.72,13.69,0.98,1.17,846.5,72.4,-3983.29,-4174.7,1.124
-0.0342,-0.7255,5.37,12.392,0.0254,14.72,20.71,26.87,4.16,941.3,36.9,12271.49,12632.58,1.585
0.2562,-0.5777,7.131,-2.434,0.0343,23.84,6.43,22.46,2.69,921.5,51.3,1970.63,-2422.93,1.097
-0.7833,0.5355,4.973,11.832,0.0298,15.59,57.68,40.35,1.98,849.8,128.6,37498.94,33192.94,2.222
0.144,0.3196,-6.46,11.624,0.0388,31.93,45.52,56.33,3.51,906.1,154.6,2085.03,33080.57,2.072
0.1107,0.0845,-14.633,-11.201,0.0363,30.15,24.05,5.6,4.1,882.7,9.0,-20776.1,-3530.31,1.701
0.1092,-0.0448,-2.624,7.241,0.0265,14.38,13.47,19.98,1.0,842.2,104.0,194.29,6461.29,1.202
0.1863,0.7604,-13.365,-7.537,0.0283,29.46,4.81,26.92,3.41,894.5,11.3,-3624.76,215.32,1.127
0.3176,-0.7691,16.114,-7.29,0.0328,30.55,13.67,27.58,3.68,859.4,19.9,6848.34,-8481.89,1.426
0.549,-0.3949,-0.894,-7.331,0.0287,20.36,33.73,46.6,1.73,833.5,128.4,-9065.57,-12714.5,1.398
-0.4143,-0.2701,-6.579,8.12,0.0408,26.95,19.3,26.88,2.71,885.4,133.7,-1378.93,11923.66,1.288
0.5851,0.5084,9.587,-9.726,0.0333,21.96,20.13,2.12,1.31,902.6,147.4,5511.48,-16804.89,1.417
-0.0031,0.8865,-0.074,-17.967,0.0269,25.79,63.29,42.75,3.61,826.6,88.0,-23944.55,-54530.23,2.856
-0.7613,-0.4668,-6.839,7.749,0.0347,20.13,38.06,53.15,3.97,876.3,155.5,-4292.05,25702.47,1.655
-0.7946,0.6738,11.231,-11.837,0.0268,19.81,53.05,31.08,1.38,856.1,34.2,18728.11,-45886.1,2.365
-0.2984,0.5951,13.217,-14.239,0.0276,21.64,4.5,35.08,3.86,824.3,48.7,1559.11,-4547.13,1.083
0.5128,-0.4956,6.228,-9.449,0.0298,16.62,27.56,10.19,3.7,837.6,28.5,2622.3,-19255.95,1.527
0.3738,-0.1812,-16.309,-4.324,0.0422,28.96,35.54,13.63,2.21,839.5,144.6,-32860.61,10435.41,1.993
0.5195,-0.1626,2.388,-0.867,0.0435,20.28,15.05,14.49,3.42,845.6,45.0,705.75,-2116.33,1.073
0.0311,0.8608,9.479,-16.395,0.0415,21.2,10.41,26.13,1.0,932.5,32.2,-1273.83,-11840.71,1.326
-0.1076,-0.5744,-13.086,16.941,0.0317,30.09,62.92,55.72,4.26,881.5,114.0,-12189.0,69658.86,3.371
-0.6346,0.5385,-9.768,7.778,0.0304,22.94,67.76,31.55,2.93,840.6,18.5,-18928.01,41798.53,2.416
-0.3093,-0.2985,13.77,-6.365,0.036,23.8,7.52,11.93,3.17,834.0,12.9,4282.44,-4959.08,1.171
-0.1188,0.4156,-17.276,-6.527,0.0394,31.22,26.43,16.33,3.33,861.7,23.7,-22041.5,5697.18,1.819
-0.7405,-0.144,9.098,-1.852,0.0449,29.96,69.08,23.35,2.96,931.7,5.0,19764.75,-24638.15,2.12
-0.5029,0.141,-0.944,4.545,0.0276,17.05,7.82,37.58,4.0,871.0,127.0,869.29,2600.79,1.058
0.1768,0.5987,-1.916,-12.731,0.026,22.52,47.05,26.68,3.13,842.4,103.4,-18129.32,-30273.04,2.044
0.4242,0.5475,-17.745,-11.199,0.0389,31.48,70.06,23.85,4.18,876.6,41.7,-69522.3,1342.92,3.47
0.897,0.6596,11.498,12.94,0.0416,20.7,70.48,34.1,3.04,897.7,45.8,71780.93,18380.7,3.019
0.7796,-0.7927,-5.046,-8.775,0.0419,20.69,34.99,14.89,1.6,824.1,146.9,-22055.82,-11680.11,1.596
0.2566,0.3457,1.468,-4.313,0.0386,17.51,13.39,5.19,4.2,907.9,92.8,-1435.68,-3294.06,1.182
-0.1418,-0.648,6.383,13.366,0.0441,16.06,16.15,1.95,3.39,875.3,127.2,14630.51,8699.64,1.411
0.2451,-0.1515,7.295,5.873,0.0352,27.33,64.27,15.45,3.45,821.4,84.2,30365.08,4183.96,1.954
0.5142,0.0875,16.415,-5.698,0.0433,27.86,65.82,5.95,4.45,914.3,46.6,35211.11,-50537.96,2.89
-0.687,-0.1751,1.128,6.613,0.0444,31.44,44.55,20.51,1.26,919.7,174.8,13017.29,11167.36,1.392
-0.1622,0.0353,-3.61,-17.291,0.0419,27.92,55.63,46.49,2.5,908.0,104.0,-38044.76,-40701.53,2.645
0.6116,0.8937,16.333,8.483,0.0312,18.38,53.8,43.12,1.84,867.9,27.9,57166.84,-1595.03,2.716
-0.2091,-0.6566,5.116,-0.467,0.0289,14.72,48.33,36.85,3.21,894.1,76.1,14317.9,-6585.88,1.347
0.1294,0.3158,-7.267,11.275,0.036,31.74,59.91,51.22,3.82,874.2,62.6,-2218.86,37475.32,2.347
0.158,-0.1872,-13.447,16.367,0.0341,20.13,49.98,17.28,4.38,918.1,42.5,-11407.34,63487.84,2.814
-0.5679,-0.6606,12.332,15.328,0.0426,19.62,39.38,53.16,2.59,901.7,168.4,50286.62,16677.81,2.346
-0.248,-0.6143,-4.961,14.734,0.027,30.31,18.59,24.25,3.75,831.5,159.2,1566.44,16087.96,1.546
-0.2979,0.8087,5.777,0.438,0.0302,24.53,54.07,24.35,4.21,910.0,39.9,12408.83,-6835.55,1.429
-0.8528,0.6833,-1.051,-5.035,0.04,17.87,35.14,24.62,3.39,916.2,66.6,-7850.46,-9121.88,1.326
-0.8565,0.7327,-10.839,-1.259,0.0269,30.0,22.64,6.34,1.85,871.9,138.4,-11836.16,2876.32,1.336
0.5971,0.8848,3.661,6.836,0.0314,31.88,58.14,58.54,3.13,942.6,41.5,16743.15,10724.82,1.701
-0.4085,-0.525,-15.815,13.824,0.0327,15.56,50.77,8.74,4.39,938.0,108.5,-26725.16,64129.16,2.818
0.0325,-0.2602,-3.12,-10.548,0.0375,29.52,67.61,20.78,4.46,844.5,127.5,-29108.94,-27269.98,2.248
-0.3623,0.3046,1.678,15.055,0.0282,21.03,13.58,19.5,3.25,946.6,119.4,6502.3,10527.49,1.379
0.7932,-0.0292,-2.302,11.346,0.0422,23.43,47.44,4.94,4.1,881.7,128.6,13423.28,30052.93,1.869
-0.4333,-0.1469,8.952,17.239,0.034,30.47,19.1,9.56,1.7,921.3,128.7,16623.62,10245.65,1.692
-0.1266,-0.2559,11.805,13.689,0.0433,31.52,65.25,3.17,1.86,934.0,173.8,65104.62,15986.14,3.0
0.6709,0.1688,9.765,-7.922,0.0344,18.72,8.96,17.9,4.34,890.7,65.6,2793.54,-6248.69,1.232
0.6155,0.1361,-16.603,-14.186,0.0305,17.83,47.93,52.07,1.47,875.9,158.8,-67577.24,-18569.42,2.691
-0.565,-0.6094,-11.011,-13.959,0.0278,15.45,57.38,20.7,1.67,948.2,8.8,-54108.66,-28427.85,2.759
0.5448,-0.0509,1.318,-7.516,0.0251,24.11,26.84,7.86,2.47,852.3,55.4,-1828.3,-10140.38,1.326
-0.0753,0.0962,15.654,4.111,0.0356,14.24,68.79,38.92,3.06,856.0,13.5,68416.51,-18653.05,2.825
-0.0307,0.1265,12.058,10.956,0.0271,21.41,61.55,59.8,3.11,870.6,119.0,54993.75,18567.43,2.703
-0.6597,-0.5218,12.331,14.373,0.0328,15.32,22.62,14.32,2.02,940.3,22.6,25166.88,8971.25,1.743
-0.7549,0.4361,-7.085,4.455,0.0368,21.29,2.53,17.13,4.22,951.4,153.0,-304.31,1598.04,0.993
0.4103,-0.8546,-2.54,-17.797,0.0305,14.72,22.77,58.32,4.2,850.8,118.2,-15269.24,-22442.92,1.785
-0.0064,-0.2613,-1.055,-11.293,0.0285,29.03,21.69,11.14,2.37,940.9,10.0,-5428.92,-9041.41,1.501
-0.1137,0.5044,-12.335,-14.41,0.0405,17.78,64.3,30.92,2.52,856.1,130.1,-80612.22,-23468.27,3.063
0.4131,0.115,-16.882,-4.92,0.0439,19.91,69.7,14.76,3.46,955.9,155.9,-79149.37,27993.56,3.064
0.4779,-0.4299,16.089,0.049,0.027,29.66,6.93,55.97,3.32,903.6,120.7,5167.21,-2038.9,1.202
-0.614,0.3509,-9.334,-16.438,0.0281,27.43,34.99,58.9,2.34,821.0,10.3,-26034.99,-20507.27,2.025
0.1984,0.1213,-9.362,-5.455,0.0442,17.94,40.38,48.97,2.45,824.8,155.1,-29655.87,2259.12,1.735
-0.6564,0.5332,-14.998,-11.55,0.0258,15.29,8.5,19.23,2.22,840.6,133.2,-10525.62,-3194.39,1.273
0.4525,0.423,15.426,5.295,0.0446,26.88,28.42,24.51,1.82,846.3,71.2,25857.36,-8136.35,1.744
0.2825,0.1982,2.871,-1.286,0.0251,21.03,24.2,14.92,2.6,927.5,62.5,3502.17,-3594.23,1.111
0.8219,-0.0213,6.013,-0.169,0.0425,27.79,39.52,53.5,3.4,851.2,89.0,10656.86,-7555.56,1.277
-0.7759,-0.6603,14.817,-2.603,0.0311,22.02,48.28,54.92,3.6,955.7,156.7,34791.92,-26654.34,2.156
-0.7973,-0.4296,-5.558,16.417,0.0438,20.23,51.24,25.42,3.73,909.1,49.1,16196.08,54879.51,2.526
-0.3921,-0.1456,4.374,-10.27,0.0313,22.12,11.57,39.56,2.31,917.0,22.7,-587.44,-5721.3,1.302
-0.4289,0.1787,-16.603,0.6,0.0381,27.47,58.91,10.35,3.68,850.5,156.3,-48177.62,30328.17,2.584
-0.4554,0.0247,-11.276,8.497,0.0266,30.24,49.5,26.38,1.02,945.0,9.6,-15404.93,27117.6,2.174
0.7313,-0.3813,11.925,2.046,0.0298,14.9,64.24,38.07,2.67,913.5,164.4,52222.45,-14565.89,2.35
-0.4508,-0.8884,9.604,15.445,0.0405,23.43,33.45,23.43,3.78,941.0,58.5,31909.35,14951.59,1.988
-0.4105,-0.0068,-5.377,-4.393,0.0356,14.59,64.57,21.78,3.21,953.9,93.9,-29378.87,-5531.87,1.781
0.4669,-0.3859,-4.435,-1.308,0.0436,22.43,62.6,0.56,2.66,837.6,28.2,-15492.54,4753.83,1.481
-0.0905,0.4223,1.208,-14.813,0.0336,29.94,32.69,48.36,3.26,833.5,162.9,-9691.48,-24060.15,1.869
0.4981,-0.8569,-17.991,3.924,0.0424,20.51,28.68,53.42,4.17,932.5,136.2,-24340.69,25019.89,1.816
-0.7823,0.1527,-9.315,-7.624,0.034,30.78,67.3,58.18,2.98,941.3,166.7,-44245.85,-7590.91,2.295
-0.0224,0.7947,-10.504,-12.229,0.0446,25.35,52.06,43.3,3.8,901.7,124.6,-51973.05,-12046.15,2.413
-0.8395,-0.5861,-8.983,1.603,0.0442,30.81,66.98,33.15,4.43,871.2,37.3,-20193.22,22155.44,2.023
-0.7872,-0.051,11.013,1.163,0.0316,27.63,57.79,16.52,3.47,911.4,58.9,29216.68,-12761.74,2.064
0.7316,-0.7354,-7.932,-15.269,0.0427,15.86,44.65,59.96,3.01,862.8,90.2,-46637.44,-24677.14,2.309
-0.6494,0.2262,-11.105,7.136,0.042,18.16,10.11,35.59,1.13,853.4,111.3,-4100.17,7873.49,1.176
0.0584,0.091,0.153,4.456,0.0292,21.1,22.4,41.03,2.31,888.3,167.1,2452.21,5313.55,1.098
-0.16,-0.1667,13.163,-11.195,0.0375,17.06,69.82,41.1,2.98,850.3,72.2,23134.84,-72784.45,2.986
-0.2748,0.0385,-9.311,-1.1,0.0265,22.91,24.36,50.79,3.79,887.7,128.0,-12144.32,3910.82,1.361
0.7197,0.7138,-15.173,7.932,0.0417,22.48,8.53,1.08,2.53,953.9,173.2,-4295.79,8677.28,1.229
-0.8607,-0.5467,-5.169,1.06,0.0285,31.21,51.53,13.6,4.36,937.6,31.7,-8918.99,7976.49,1.517
0.2948,-0.8594,8.915,-3.762,0.0264,21.81,53.38,40.1,1.95,951.8,156.0,20113.97,-23718.61,1.899
0.8341,0.651,1.825,-6.396,0.033,28.14,21.98,53.76,3.61,932.9,78.6,-2193.53,-5917.98,1.27
0.1083,0.1388,11.405,3.974,0.0365,30.95,22.84,41.28,2.47,869.7,133.2,14334.52,-3680.62,1.471
0.7863,0.7032,16.545,15.808,0.0421,29.79,34.82,25.1,2.7,933.7,56.4,39440.14,7569.9,2.306
-0.8059,0.1745,10.536,6.183,0.0445,17.76,3.53,22.01,3.81,949.2,63.4,2762.95,-87.41,1.029
-0.1462,0.5583,3.737,-15.309,0.0338,22.93,57.25,44.41,2.04,952.6,9.7,-10758.04,-48160.53,2.444
-0.4317,-0.1266,-0.24,-1.415,0.0262,20.26,24.2,44.6,1.34,915.6,175.0,-1268.14,-900.42,1.023
0.4155,0.4497,-16.558,14.07,0.04,21.2,61.76,36.62,2.82,849.6,147.4,-27309.76,85196.73,3.235
0.8663,0.7435,17.436,-14.599,0.0363,20.49,58.18,17.84,2.85,825.6,21.4,25567.52,-70544.62,3.148
-0.4382,0.1298,-4.195,17.6,0.034,28.87,48.3,55.55,3.79,840.6,179.9,12372.27,48267.66,2.465
0.2775,-0.5746,-12.52,16.166,0.0312,22.14,24.74,33.34,4.39,955.2,110.9,-4351.29,29549.14,1.833
-0.5434,-0.4162,6.002,-15.182,0.035,23.43,38.14,47.53,1.19,884.7,154.4,-3726.37,-38506.09,2.018
0.1176,-0.5424,-7.766,15.603,0.0318,31.68,33.14,13.25,3.07,939.7,16.7,848.04,24353.22,2.021
-0.0649,-0.4557,3.088,-4.927,0.0401,15.08,25.72,20.97,3.38,885.1,73.2,-705.0,-10039.68,1.126
0.8496,-0.3485,3.124,12.41,0.0359,22.78,61.37,52.54,4.45,912.5,122.2,34660.0,33576.8,2.29
0.1953,0.0992,-1.954,-2.938,0.0425,27.93,35.85,3.48,4.3,823.4,23.6,-6906.39,-1820.67,1.093
-0.2709,0.1584,12.1,-2.129,0.0359,16.72,60.29,30.98,3.49,855.0,90.6,38028.04,-32888.48,2.246
-0.6946,-0.1323,-8.461,4.833,0.0298,25.01,9.37,29.16,2.83,881.1,82.5,-2325.6,3925.72,1.19
-0.6278,0.2078,-1.849,9.881,0.042,18.31,11.87,45.2,1.57,908.3,42.8,3023.48,7121.19,1.131
-0.4944,-0.7532,1.357,-16.784,0.0361,29.61,70.41,17.27,2.34,844.0,57.5,-24321.29,-52857.98,2.915
-0.4483,-0.742,5.89,3.354,0.0291,19.89,43.14,13.53,3.05,927.0,174.2,17662.69,-673.43,1.402
0.6311,-0.5907,10.223,-11.278,0.0375,19.92,37.68,55.6,3.54,871.0,55.5,5436.5,-33628.18,1.959
0.1102,0.0325,-3.787,-5.546,0.0322,24.77,38.62,34.52,3.22,934.4,42.3,-10944.94,-6336.31,1.415
0.0421,-0.5148,5.258,-5.473,0.0419,17.3,17.07,6.73,3.5,833.7,98.8,1200.07,-8587.42,1.202
-0.6934,-0.3901,-12.578,-1.114,0.0341,19.13,52.31,11.99,2.5,915.2,122.4,-37793.19,14486.2,2.082
0.6483,-0.1794,15.575,-5.971,0.0395,21.5,7.93,59.93,3.55,861.1,131.9,5806.91,-6214.94,1.172
0.4011,0.5614,-4.21,-14.135,0.0269,20.37,42.13,12.14,1.5,931.4,137.0,-25077.96,-29063.22,2.092
-0.7782,-0.875,8.263,-12.757,0.0329,23.45,41.95,36.82,1.57,876.3,11.4,2828.19,-35334.09,2.076
0.3741,0.2689,-17.268,-16.796,0.0447,24.79,65.99,25.5,1.57,913.1,73.9,-91935.33,-13126.46,3.5
0.0784,0.304,-10.613,-1.071,0.0412,24.2,38.83,53.19,4.12,950.8,140.4,-21742.05,12516.26,1.655
-0.7529,0.5376,-0.465,16.36,0.0282,25.78,11.59,45.43,1.27,822.9,163.3,3834.75,10715.09,1.273
-0.0751,0.779,13.617,-13.836,0.0306,19.54,42.09,36.02,3.81,821.6,110.4,15283.32,-48467.13,2.432
-0.0275,-0.8638,0.981,16.066,0.0316,16.28,8.39,1.14,1.82,927.8,14.2,3910.73,7074.76,1.261
-0.6016,-0.6232,15.475,8.401,0.038,27.69,16.27,52.85,2.64,910.5,74.4,14952.22,-1212.5,1.471
0.8023,0.6951,-0.583,4.95,0.0401,29.31,4.18,26.96,4.21,861.0,18.0,538.43,1051.67,1.12
0.63,-0.0747,-0.344,5.23,0.04,18.63,37.93,55.93,3.05,889.2,136.0,6702.17,10321.09,1.404
0.3042,0.1163,-13.689,11.762,0.0352,21.33,7.92,29.98,1.74,825.9,16.1,-2630.54,7243.49,1.227
-0.0679,0.2934,10.896,-14.151,0.0412,22.97,34.86,41.81,1.99,846.9,37.5,1650.2,-36162.08,2.017
-0.1588,0.3223,-9.109,0.171,0.0337,23.6,67.31,4.62,4.22,879.4,78.0,-29606.4,15712.31,2.004
0.2718,0.7771,14.386,7.095,0.0275,25.87,52.38,44.84,2.5,936.8,86.0,42502.42,3790.98,2.353
0.0818,0.8945,14.79,3.126,0.0363,14.75,7.42,20.61,3.05,887.2,76.1,7192.85,-1600.28,1.274
-0.7879,0.3963,15.959,11.98,0.044,26.99,17.69,21.41,2.61,902.1,86.1,21041.42,158.08,1.538
0.0225,-0.383,0.728,-15.398,0.0409,15.12,49.16,7.56,2.32,942.3,129.8,-29402.1,-47955.57,2.306
0.5515,0.6836,6.375,6.865,0.0366,22.43,64.63,9.24,1.78,863.2,69.6,34099.36,9921.14,2.044
-0.0734,-0.8114,10.027,1.225,0.0379,28.9,4.3,11.55,3.4,918.1,100.9,1894.42,-1130.24,1.057
-0.8065,-0.4841,-13.283,-4.35,0.0436,22.12,58.87,20.03,3.51,940.6,58.1,-46784.38,16413.58,2.462
0.5153,0.7153,3.634,-5.75,0.0336,16.68,41.33,53.57,1.96,848.4,66.9,992.31,-17992.74,1.391
-0.5375,-0.4389,-16.765,4.35,0.0316,31.73,40.23,22.41,3.76,869.9,112.4,-25602.64,23411.39,2.157
-0.4345,-0.5028,-0.088,14.076,0.0445,30.01,69.05,43.6,3.99,957.2,90.8,30946.89,42765.97,2.595
-0.6035,-0.6514,-12.426,-0.138,0.0423,27.88,54.34,5.42,4.22,957.7,131.5,-30745.0,21194.97,2.173
-0.3056,0.6464,-11.415,11.69,0.0315,21.41,61.51,35.67,1.56,851.3,103.1,-17769.87,57682.35,2.693
0.4622,0.0001,-4.858,-3.522,0.0343,17.31,26.78,29.17,2.06,829.3,145.6,-10883.91,-347.78,1.181
0.0349,0.3148,-2.432,-14.314,0.0333,30.95,40.81,58.69,4.01,857.9,82.6,-17797.18,-22903.98,2.049
-0.5312,-0.4697,4.434,-15.786,0.028,23.58,45.08,50.85,1.69,875.7,90.9,-6370.53,-40900.01,2.256
0.6801,0.4645,-15.321,-16.152,0.0442,29.34,24.51,27.56,1.01,881.7,122.2,-30423.29,-6502.44,1.858
0.6832,0.468,0.133,-4.315,0.0331,20.16,41.92,46.62,4.05,906.6,43.7,-5114.19,-7725.4,1.284
0.667,-0.3373,-11.425,-5.859,0.0425,20.04,18.57,11.99,2.14,945.9,72.5,-15388.92,2740.16,1.332
-0.4702,-0.1608,2.663,7.846,0.0288,31.74,12.04,33.96,2.45,866.2,114.3,3415.78,3196.13,1.158
-0.0878,-0.5226,4.947,8.742,0.036,23.39,28.18,4.94,2.56,939.0,10.1,13148.24,7402.89,1.479
0.873,0.8578,2.042,-16.169,0.0255,16.53,53.75,21.21,3.97,833.1,81.5,-12741.72,-51075.56,2.443
0.4896,0.2621,8.579,-10.04,0.0403,17.95,66.13,13.94,2.18,825.9,109.8,6669.71,-59262.41,2.433
-0.8511,0.7822,-5.918,-8.127,0.0366,22.67,34.04,43.28,4.12,890.6,174.3,-21621.32,-7808.17,1.49
-0.7826,-0.3539,9.544,1.714,0.0375,14.76,47.0,29.66,3.16,828.4,158.5,29610.08,-12520.52,1.776
-0.0649,0.5074,-2.42,-12.797,0.026,22.33,9.21,45.19,2.85,874.9,54.1,-4339.3,-4660.49,1.104
0.7366,0.4785,-0.569,-13.178,0.0292,21.54,65.31,31.16,2.14,945.5,93.8,-22782.87,-44360.72,2.437
0.0697,0.345,5.332,15.976,0.0265,28.03,41.8,5.65,1.85,853.8,14.9,20330.77,26253.23,2.083
-0.0039,0.8382,-17.339,10.951,0.0308,20.39,56.62,44.25,3.18,918.8,47.1,-36511.0,56596.57,2.938
-0.7101,-0.1916,5.544,-11.496,0.0375,31.69,57.61,50.08,2.56,862.3,140.6,-4310.04,-39816.42,2.225
0.2822,-0.6647,4.269,-3.364,0.0363,17.25,19.95,54.26,4.19,826.3,26.6,3205.54,-6189.78,1.201
0.5798,0.3091,-6.846,-5.198,0.0372,24.64,39.04,34.53,2.72,897.9,50.1,-19112.29,-1435.47,1.602
-0.2152,0.4128,-14.911,10.476,0.036,15.61,69.23,45.34,2.79,936.9,170.2,-37816.25,81090.94,3.155
0.4961,0.1351,-14.726,0.368,0.0305,27.21,8.27,45.25,2.46,877.3,149.2,-5784.08,3466.15,1.123
0.8361,-0.5277,15.236,-13.397,0.0299,31.91,49.81,9.77,3.76,906.4,141.8,21846.47,-47367.71,2.682
-0.5332,0.008,6.814,8.604,0.0277,28.74,69.36,10.27,2.49,946.0,156.3,36955.93,16068.24,2.369
0.042,-0.3381,-13.424,-3.712,0.042,24.0,23.04,4.72,1.94,930.6,136.2,-18130.33,6948.57,1.541
-0.3832,-0.1306,-5.158,-8.535,0.0373,22.73,62.3,19.53,4.02,847.1,26.1,-29577.41,-16721.43,1.994
0.5271,0.2614,3.329,-4.482,0.0287,29.03,67.36,28.67,3.09,922.7,95.4,1884.78,-18341.84,1.623
0.1397,0.4414,12.081,-0.081,0.0285,30.85,54.3,59.87,3.07,890.3,82.7,28773.83,-11587.61,2.074
0.2422,-0.482,-16.428,-5.648,0.0425,31.81,18.19,26.14,3.14,924.4,59.5,-14642.92,5401.92,1.468
0.5362,-0.1704,-9.481,-9.291,0.0399,21.14,25.38,43.71,3.52,889.2,151.0,-22326.26,-4744.87,1.605
-0.1873,-0.4155,14.031,-3.654,0.0382,31.84,4.51,41.76,2.1,837.9,86.2,2057.12,-2174.38,1.138
0.7472,-0.5425,-17.67,-17.31,0.0331,16.81,60.2,12.67,1.12,899.8,15.6,-88088.22,-26590.18,3.415
0.0595,0.5101,-10.75,9.81,0.0302,18.56,61.47,3.98,3.84,888.9,53.1,-18863.53,49281.25,2.486
-0.6157,0.7367,16.525,-11.846,0.0446,15.6,46.29,32.99,1.45,892.5,45.0,20200.41,-61641.61,2.54
0.3526,-0.2336,4.082,-16.419,0.0409,18.89,26.68,42.17,3.53,943.0,160.3,-10782.37,-30771.0,1.672
0.5279,0.4523,-8.58,5.533,0.031,27.82,7.38,59.9,1.29,945.3,118.3,-2531.57,3482.6,1.055
-0.3298,0.7146,-15.588,9.862,0.042,29.35,54.71,21.84,2.31,883.5,103.1,-22107.5,51233.15,2.619
0.6429,0.623,-16.985,11.298,0.0402,28.02,52.86,53.83,1.22,883.8,93.7,-24307.86,54096.55,2.794
0.7311,-0.5709,-9.189,-0.234,0.0309,25.36,65.88,23.22,2.83,892.1,118.8,-29861.11,15731.91,1.986
-0.4016,0.8213,13.733,-10.607,0.0335,23.25,53.14,41.52,3.29,892.7,137.1,21476.38,-51422.89,2.489
0.8703,-0.222,-3.027,8.54,0.0287,26.76,60.01,36.1,1.6,953.1,102.0,3040.13,27540.4,1.887
-0.6467,-0.2894,7.932,7.19,0.0272,21.04,54.22,3.65,2.3,910.9,169.2,33389.14,11837.17,2.005
-0.5364,-0.7876,15.058,-9.134,0.0395,29.14,46.15,5.16,4.26,858.8,175.9,19626.53,-44093.1,2.372
-0.5684,-0.0249,-3.311,14.523,0.0304,26.19,31.89,1.74,2.55,894.4,179.2,5170.85,27787.12,1.842
0.7092,-0.7038,-11.114,-14.243,0.0414,26.56,65.15,22.56,3.81,907.8,122.1,-67330.04,-22047.38,2.95
0.2777,-0.4526,0.616,17.377,0.0449,23.65,47.57,44.88,4.25,909.6,168.2,33727.87,43949.14,2.459
-0.6262,-0.3295,14.691,12.969,0.0265,29.93,29.88,10.78,4.41,901.9,75.8,27073.75,10175.97,1.993
-0.1074,0.5559,10.957,6.764,0.0345,18.54,7.84,36.55,4.14,844.9,155.4,6795.91,553.16,1.144
0.2075,0.6759,-15.63,15.795,0.041,20.86,22.35,17.69,2.11,824.7,164.1,-6268.0,32371.93,1.832
-0.7498,-0.3556,6.933,8.003,0.0408,28.0,40.06,47.92,4.37,867.3,163.2,23220.19,5226.88,1.645
